ohesa'ỹijóvo,gn
mba'eicha,gn
oikova'ekue,gn
py'aguapy,gn
mburuvichapavẽ,gn
kuatiáre,gn
oguahẽhápe,gn
también,es
apoderado,es
ndoguerohorýi,gn
japu,gn
química,es
boca,es
imbaratevea,gn
simulacro,es
entregaste,es
ta'anga,gn
vakaro'o,gn
conciliadora,es
purahei,gn
ñemongu'e,gn
hepyeterei,gn
poravã,gn
veo,es
umívape,gn
ecológicas,es
volver,es
ante,es
oñemomba'eguasuvéva,gn
póra,gn
oñe'ẽsema,gn
ñe'ẽpoty,gn
genitalizado,es
alimentos,es
ñemondýi,gn
péicharö,gn
tomosãso,gn
carta,es
guaiguĩmi,gn
terna,es
jañe'ẽse,gn
memete,gn
clerico,es
ganadero,es
relocalización,es
desembolso,es
teviro'o,gn
ganaron,es
mbaretéhina,gn
añoitente,gn
exdiputado,es
lluvia,es
desamparada,es
hesekuéra,gn
vendedor,es
tetãgua,gn
presidenciable,es
toque,es
estadía,es
marandukuéra,gn
espécimen,es
ohupi,gn
boba,es
hembipotakuéra,gn
sinvergüensita,es
hete,gn
indemnizaciones,es
compra,es
narices,es
llevar,es
responder,es
ajapo,gn
equipos,es
ojeguerekohápe,gn
gubernamental,es
ojehái,gn
individual,es
plaga,es
despues,es
aku,gn
tekaka,gn
